,x,y,time,ard
1492,[54281 54586 63938],[50627 59727 59790],1510687952045,['0.0678' '0.5825' '2.5000' '3.0000\n']
1493,[54280 54587 63940],[50627 59726 59789],1510687952062,['0.0678' '0.5825' '2.5000' '3.0000\n']
1494,[54280 54587 63946],[50627 59728 59791],1510687952077,['0.0678' '0.5825' '2.5000' '3.0000\n']
1495,[54281 54586 63945],[50626 59726 59791],1510687952077,['0.0677' '0.5821' '2.5000' '3.0000\n']
1496,[54279 54586 63946],[50627 59727 59792],1510687952093,['0.0678' '0.5825' '2.5000' '3.0000\n']
1497,[54281 54588 63938],[50627 59728 59789],1510687952093,['0.0678' '0.5825' '2.5000' '3.0000\n']
1498,[54280 54586 63938],[50626 59727 59789],1510687952109,['0.0678' '0.5826' '2.5000' '3.0000\n']
1499,[54281 54587 63937],[50626 59727 59789],1510687952125,['0.0680' '0.5825' '2.5000' '3.0000\n']
1500,[54280 54585 63945],[50626 59727 59791],1510687952125,['0.0678' '0.5822' '2.5000' '3.0000\n']
1501,[54280 54582 63947],[50627 59723 59792],1510687952141,['0.0681' '0.5824' '2.5000' '3.0000\n']
1502,[54279 54588 63946],[50627 59729 59791],1510687952157,['0.0678' '0.5825' '2.5000' '3.0000\n']
1503,[54280 54580 63946],[50627 59721 59791],1510687952157,['0.0678' '0.5824' '2.5000' '3.0000\n']
1504,[54280 54586 63939],[50628 59727 59789],1510687952173,['0.0678' '0.5824' '2.5000' '3.0000\n']
1505,[54296 54587 63938],[50626 59728 59790],1510687952173,['0.0678' '0.5825' '1.2000' '1.7000\n']
1506,[54272 54588 63946],[50628 59727 59791],1510687952189,['0.0678' '0.5825' '1.2000' '1.7000\n']
1507,[54273 54588 63938],[50628 59727 59788],1510687952205,['0.0678' '0.5825' '1.2000' '1.7000\n']
1508,[54279 54585 63938],[50628 59727 59789],1510687952205,['0.0681' '0.5825' '1.2000' '1.7000\n']
1509,[54280 54587 63946],[50626 59726 59791],1510687952221,['0.0678' '0.5825' '1.2000' '1.7000\n']
1510,[54280 54579 63938],[50629 59723 59790],1510687952237,['0.0678' '0.5822' '1.2000' '1.7000\n']
1511,[54280 54577 63946],[50627 59721 59791],1510687952237,['0.0678' '0.5825' '1.2000' '1.7000\n']
1512,[54281 54588 63946],[50627 59727 59791],1510687952253,['0.0681' '0.5825' '1.2000' '1.7000\n']
1513,[54281 54585 63946],[50627 59727 59791],1510687952253,['0.0678' '0.5825' '1.2000' '1.7000\n']
1514,[54281 54579 63945],[50627 59723 59791],1510687952269,['0.0678' '0.5825' '1.2000' '1.7000\n']
1515,[54280 54587 63947],[50626 59728 59791],1510687952285,['0.0678' '0.5825' '1.2000' '1.7000\n']
1516,[54280 54587 63947],[50627 59727 59791],1510687952285,['0.0677' '0.5821' '1.2000' '1.7000\n']
1517,[54280 54579 63946],[50627 59721 59791],1510687952301,['0.0678' '0.5825' '1.2000' '1.7000\n']
1518,[54282 54586 63946],[50626 59727 59791],1510687952317,['0.0678' '0.5825' '1.2000' '1.7000\n']
1519,[54280 54587 63946],[50626 59728 59791],1510687952318,['0.0678' '0.5825' '1.2000' '1.7000\n']
1520,[54280 54585 63947],[50626 59728 59791],1510687952335,['0.0680' '0.5825' '1.2000' '1.7000\n']
1521,[54281 54586 63946],[50626 59726 59790],1510687952336,['0.0681' '0.5826' '1.2000' '1.7000\n']
1522,[54280 54587 63946],[50627 59727 59791],1510687952349,['0.0678' '0.5825' '1.2000' '1.7000\n']
1523,[54280 54587 63947],[50628 59727 59790],1510687952365,['0.0678' '0.5825' '1.2000' '1.7000\n']
1524,[54280 54582 63947],[50628 59724 59791],1510687952365,['0.0678' '0.5825' '1.2000' '1.7000\n']
1525,[54279 54578 63938],[50627 59720 59789],1510687952381,['0.0680' '0.5826' '1.2000' '1.7000\n']
1526,[54280 54586 63947],[50626 59726 59791],1510687952397,['0.0678' '0.5825' '1.2000' '1.7000\n']
1527,[54272 54587 63938],[50629 59726 59789],1510687952397,['0.0678' '0.5825' '1.2000' '1.7000\n']
1528,[54281 54585 63946],[50627 59727 59791],1510687952413,['0.0678' '0.5825' '1.2000' '1.7000\n']
1529,[54272 54587 63946],[50627 59726 59791],1510687952413,['0.0678' '0.5825' '1.2000' '1.7000\n']
1530,[54280 54587 63938],[50627 59728 59789],1510687952429,['0.0681' '0.5825' '1.2000' '1.7000\n']
1531,[54282 54580 63946],[50626 59724 59791],1510687952445,['0.0681' '0.5826' '1.2000' '1.7000\n']
1532,[54281 54585 63946],[50626 59727 59791],1510687952445,['0.0678' '0.5822' '1.2000' '1.7000\n']
1533,[54281 54586 63946],[50626 59726 59791],1510687952461,['0.0678' '0.5825' '1.2000' '1.7000\n']
1534,[54280 54582 63947],[50626 59723 59791],1510687952477,['0.0681' '0.5825' '1.2000' '1.7000\n']
1535,[54280 54585 63938],[50627 59727 59789],1510687952477,['0.0677' '0.5825' '2.5000' '3.0000\n']
1536,[54280 54586 63946],[50628 59727 59791],1510687952493,['0.0678' '0.5825' '2.5000' '3.0000\n']
1537,[54280 54582 63939],[50626 59724 59789],1510687952493,['0.0678' '0.5825' '2.5000' '3.0000\n']
1538,[54280 54586 63946],[50628 59727 59792],1510687952507,['0.0680' '0.5825' '2.5000' '3.0000\n']
1539,[54280 54581 63945],[50628 59724 59792],1510687952523,['0.0678' '0.5825' '2.5000' '3.0000\n']
1540,[54280 54581 63946],[50627 59721 59791],1510687952523,['0.0678' '0.5825' '2.5000' '3.0000\n']
1541,[54281 54587 63946],[50627 59728 59791],1510687952541,['0.0678' '0.5825' '2.5000' '3.0000\n']
1542,[54280 54586 63946],[50627 59726 59791],1510687952557,['0.0680' '0.5826' '2.5000' '3.0000\n']
1543,[54280 54588 63946],[50626 59727 59791],1510687952557,['0.0678' '0.5825' '2.5000' '3.0000\n']
1544,[54281 54586 63939],[50626 59727 59789],1510687952573,['0.0678' '0.5825' '2.5000' '3.0000\n']
1545,[54280 54585 63938],[50626 59728 59789],1510687952573,['0.0678' '0.5822' '2.5000' '3.0000\n']
1546,[54281 54586 63939],[50627 59727 59790],1510687952587,['0.0680' '0.5825' '2.5000' '3.0000\n']
1547,[54279 54588 63947],[50627 59727 59792],1510687952603,['0.0678' '0.5825' '2.5000' '3.0000\n']
1548,[54280 54587 63939],[50627 59728 59789],1510687952603,['0.0681' '0.5824' '2.5000' '3.0000\n']
1549,[54280 54587 63946],[50628 59727 59791],1510687952619,['0.0678' '0.5822' '2.5000' '3.0000\n']
1550,[54279 54587 63946],[50628 59728 59791],1510687952635,['0.0678' '0.5825' '2.5000' '3.0000\n']
1551,[54271 54585 63946],[50628 59727 59791],1510687952635,['0.0678' '0.5826' '2.5000' '3.0000\n']
1552,[54280 54586 63947],[50628 59728 59791],1510687952651,['0.0678' '0.5825' '2.5000' '3.0000\n']
1553,[54280 54586 63939],[50627 59726 59789],1510687952651,['0.0678' '0.5825' '2.5000' '3.0000\n']
1554,[54280 54587 63937],[50628 59728 59789],1510687952669,['0.0678' '0.5825' '2.5000' '3.0000\n']
1555,[54280 54587 63939],[50626 59728 59789],1510687952684,['0.0680' '0.5825' '2.5000' '3.0000\n']
1556,[54280 54585 63945],[50627 59728 59791],1510687952685,['0.0678' '0.5825' '2.5000' '3.0000\n']
1557,[54280 54581 63946],[50626 59724 59792],1510687952700,['0.0678' '0.5826' '2.5000' '3.0000\n']
1558,[54279 54588 63938],[50627 59726 59788],1510687952716,['0.0678' '0.5825' '2.5000' '3.0000\n']
1559,[54280 54587 63938],[50626 59728 59789],1510687952717,['0.0680' '0.5825' '2.5000' '3.0000\n']
1560,[54281 54587 63946],[50627 59726 59791],1510687952733,['0.0681' '0.5825' '1.2000' '1.7000\n']
1561,[54281 54585 63945],[50626 59728 59790],1510687952734,['0.0678' '0.5825' '1.2000' '1.7000\n']
1562,[54279 54581 63946],[50626 59724 59791],1510687952748,['0.0678' '0.5825' '1.2000' '1.7000\n']
1563,[54280 54586 63946],[50626 59728 59791],1510687952764,['0.0678' '0.5825' '1.2000' '1.7000\n']
1564,[54280 54582 63938],[50627 59724 59789],1510687952765,['0.0681' '0.5825' '1.2000' '1.7000\n']
1565,[54280 54587 63939],[50627 59727 59789],1510687952780,['0.0678' '0.5825' '1.2000' '1.7000\n']
1566,[54281 54586 63946],[50627 59726 59791],1510687952796,['0.0678' '0.5826' '1.2000' '1.7000\n']
