,x,y,time,ard
176,[61168 61263],[58208 60601],1509856413107,['-0.3203' '1.7379' '-1.8188' '1.2000' '1.7000' '-1.7792\n']
177,[61169 61262],[58208 60602],1509856413108,['-0.3206' '1.7378' '-1.8174' '1.2000' '1.7000' '-1.7792\n']
178,[61169 61262],[58208 60602],1509856413139,['-0.3206' '1.7378' '-1.8174' '1.2000' '1.7000' '-1.7792\n']
179,[61170 61262],[58207 60601],1509856413139,['-0.3203' '1.7382' '-1.8174' '1.2000' '1.7000' '-1.7792\n']
180,[61170 61263],[58207 60602],1509856413140,['-0.3206' '1.7378' '-1.8175' '1.2000' '1.7000' '-1.7792\n']
181,[61208 61262],[58183 60602],1509856413140,['-0.3206' '1.7382' '-1.8173' '1.2000' '1.7000' '-1.7792\n']
182,[61101 61305],[58241 60612],1509856413179,['-0.3202' '1.7378' '-1.8174' '1.2000' '1.7000' '-1.7792\n']
183,[61128 61452],[58249 60605],1509856413184,['-0.3203' '1.7378' '-1.8182' '1.2000' '1.7000' '-1.7792\n']
184,[61316 61732],[58222 60589],1509856413192,['-0.3206' '1.7378' '-1.8182' '1.2000' '1.7000' '-1.7792\n']
185,[61656 62124],[58162 60552],1509856413193,['-0.3206' '1.7378' '-1.8180' '2.5000' '3.0000' '-1.7792\n']
186,[55387 61999 62631],[38225 58136 60544],1509856413218,['-0.3173' '1.8147' '-1.8197' '2.5000' '3.0000' '-1.7792\n']
187,[54541 62380 63251],[38762 58210 60548],1509856413219,['-0.2237' '1.8913' '-1.8342' '2.5000' '3.0000' '-1.7792\n']
188,[53732 62876 63956],[39417 58326 60536],1509856413219,['-0.1334' '1.9650' '-1.8550' '2.5000' '3.0000' '-1.7792\n']
189,[53007 63418 64661],[40184 58429 60540],1509856413220,['-0.0951' '2.0035' '-1.8826' '2.5000' '3.0000' '-1.7792\n']
190,[52495 63884 65257],[40891 58501 60561],1509856413258,['-0.0506' '2.0402' '-1.9078' '2.5000' '3.0000' '-1.7792\n']
191,[52239 64268 65711],[41381 58550 60565],1509856413259,['0.0082' '2.0939' '-1.9272' '2.5000' '3.0000' '-1.7792\n']
192,[52100 64663 66151],[41798 58587 60563],1509856413259,['0.0570' '2.1505' '-1.9401' '2.5000' '3.0000' '-1.7792\n']
193,[51943 65114 66679],[42337 58624 60569],1509856413260,['0.0848' '2.1766' '-1.9493' '2.5000' '3.0000' '-1.7792\n']
194,[51736 65653 67271],[43037 58626 60589],1509856413306,['0.1002' '2.1832' '-1.9548' '2.5000' '3.0000' '-1.7792\n']
195,[51546 66139 67796],[43728 58738 60617],1509856413307,['0.1093' '2.1904' '-1.9578' '2.5000' '3.0000' '-1.7792\n']
196,[51413 66524 68237],[44316 58861 60632],1509856413307,['0.1136' '2.1982' '-1.9578' '2.5000' '3.0000' '-1.7792\n']
197,[50364 67336 69316],[46658 58946 60389],1509856413308,['0.1139' '2.1999' '-1.9578' '2.5000' '3.0000' '-1.7792\n']
198,[49938 67481 69368],[47878 59554 60757],1509856413338,['0.1139' '2.1996' '-1.9578' '2.5000' '3.0000' '-1.7792\n']
199,[49577 67739 69702],[49016 59524 60762],1509856413339,['0.1139' '2.1982' '-1.9578' '2.5000' '3.0000' '-1.7792\n']
200,[49595 68065 70101],[49712 59517 60782],1509856413339,['0.1109' '2.1982' '-1.9578' '2.5000' '3.0000' '-1.7792\n']
201,[49742 68477 70468],[50157 59780 60798],1509856413340,['0.1047' '2.1966' '-1.9586' '2.5000' '3.0000' '-1.7792\n']
202,[49677 68721 70782],[50874 59792 60807],1509856413379,['0.0985' '2.1920' '-1.9615' '2.5000' '3.0000' '-1.0126\n']
203,[49560 68957 71031],[51765 59942 60843],1509856413381,['0.0890' '2.1783' '-1.9624' '2.5000' '3.0000' '-1.0126\n']
204,[49538 69125 71211],[52293 60054 60870],1509856413382,['0.0619' '2.1462' '-1.9546' '2.5000' '3.0000' '-1.0126\n']
205,[49607 69188 71297],[52307 59997 60860],1509856413386,['0.0281' '2.1093' '-1.9363' '2.5000' '3.0000' '-1.0126\n']
206,[49626 69220 71316],[52316 60005 60860],1509856413419,['-0.0215' '2.0555' '-1.9141' '2.5000' '3.0000' '-1.0126\n']
207,[49537 69196 71311],[52532 60039 60870],1509856413421,['-0.1239' '1.9529' '-1.8787' '2.5000' '3.0000' '-1.0126\n']
208,[49486 69184 71305],[52681 60082 60879],1509856413422,['-0.2699' '1.8085' '-1.8336' '2.5000' '3.0000' '-1.0126\n']
209,[49506 69201 71315],[52685 60076 60878],1509856413426,['-0.3173' '1.6707' '-1.7736' '2.5000' '3.0000' '-1.0126\n']
210,[49520 69239 71353],[52745 60074 60879],1509856413458,['-0.3190' '1.7012' '-1.7275' '1.2000' '1.7000' '-1.0126\n']
211,[49514 69304 71419],[52945 60115 60887],1509856413459,['-0.3206' '1.6446' '-1.6885' '1.2000' '1.7000' '-1.0126\n']
212,[49528 69370 71493],[53132 60139 60893],1509856413460,['-0.3203' '1.6151' '-1.6487' '1.2000' '1.7000' '-1.0126\n']
213,[49539 69446 71579],[53340 60161 60900],1509856413460,['-0.3206' '1.5090' '-1.6133' '1.2000' '1.7000' '-1.0126\n']
214,[49534 69509 71657],[53572 60187 60909],1509856413499,['-0.3160' '1.4037' '-1.5564' '1.2000' '1.7000' '-1.0126\n']
215,[49536 69557 71699],[53731 60211 60913],1509856413501,['-0.3081' '1.2976' '-1.4905' '1.2000' '1.7000' '-1.0126\n']
