,x,y,time,ard
4639,[52318 60974 61835 69057],[38056 57268 59438 37641],1509856713819,['0.5035' '1.1472' '-2.4818' '1.2000' '1.7000' '-2.4698\n']
4640,[52285 60990 61827 69108],[38064 57265 59436 37667],1509856713820,['0.6695' '1.2686' '-2.4816' '1.2000' '1.7000' '-2.4698\n']
4641,[52257 60975 61826 69158],[38075 57266 59436 37691],1509856713820,['0.7903' '1.3543' '-2.4785' '1.2000' '1.7000' '-2.4698\n']
4642,[52239 60960 61827 69184],[38084 57261 59433 37703],1509856713820,['0.8948' '1.4038' '-2.4770' '1.2000' '1.7000' '-2.4698\n']
4643,[52216 60953 61826 69205],[38092 57263 59432 37708],1509856713851,['0.9697' '1.4758' '-2.4755' '1.2000' '1.7000' '-2.4698\n']
4644,[52193 60971 61824 69222],[38102 57268 59435 37722],1509856713852,['1.0129' '1.5141' '-2.4756' '1.2000' '1.7000' '-2.4698\n']
4645,[52193 60972 61824 69235],[38102 57270 59435 37729],1509856713852,['1.0390' '1.5402' '-2.4756' '1.2000' '1.7000' '-2.4698\n']
4646,[52202 60954 61826 69236],[38101 57267 59435 37729],1509856713853,['1.0479' '1.5523' '-2.4754' '1.2000' '1.7000' '-2.4698\n']
4647,[52200 60957 61825 69234],[38103 57268 59435 37731],1509856713892,['1.0495' '1.5569' '-2.4756' '1.2000' '1.7000' '-2.4698\n']
4648,[52187 60967 61828 69227],[38107 57272 59435 37725],1509856713893,['1.0422' '1.5540' '-2.4754' '1.2000' '1.7000' '-2.4698\n']
4649,[52195 60964 61828 69222],[38102 57269 59436 37720],1509856713895,['1.0282' '1.5416' '-2.4756' '1.2000' '1.7000' '-2.4698\n']
4650,[52209 60965 61828 69225],[38100 57266 59436 37725],1509856713900,['1.0083' '1.5200' '-2.4756' '1.2000' '1.7000' '-2.4698\n']
4651,[52208 60965 61830 69224],[38101 57267 59436 37725],1509856713931,['0.9837' '1.4941' '-2.4754' '1.2000' '1.7000' '-2.4698\n']
4652,[52199 60967 61829 69216],[38102 57269 59435 37718],1509856713932,['0.9605' '1.4663' '-2.4748' '1.2000' '1.7000' '-2.4698\n']
4653,[52196 60972 61828 69218],[38103 57269 59436 37719],1509856713932,['0.9392' '1.4433' '-2.4748' '1.2000' '1.7000' '-2.4698\n']
4654,[52204 60967 61829 69225],[38103 57266 59434 37725],1509856713933,['0.9194' '1.4264' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4655,[52206 60960 61829 69227],[38101 57265 59434 37725],1509856713971,['0.9024' '1.3972' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4656,[52197 60966 61828 69224],[38104 57268 59435 37722],1509856713972,['0.8915' '1.4033' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4657,[52192 60971 61828 69225],[38106 57272 59436 37723],1509856713972,['0.8884' '1.4051' '-2.4748' '1.2000' '1.7000' '-2.4698\n']
4658,[52203 60961 61829 69224],[38102 57268 59435 37723],1509856713973,['0.8884' '1.4055' '-2.4748' '1.2000' '1.7000' '-2.4698\n']
4659,[52206 60962 61828 69225],[38101 57266 59435 37722],1509856714019,['0.8948' '1.4004' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4660,[52198 60968 61829 69224],[38103 57271 59436 37722],1509856714019,['0.9008' '1.4000' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4661,[52194 60969 61828 69220],[38104 57270 59435 37720],1509856714020,['0.9072' '1.4002' '-2.4748' '1.2000' '1.7000' '-2.4698\n']
4662,[52204 60962 61830 69223],[38102 57267 59435 37722],1509856714020,['0.9147' '1.4338' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4663,[52205 60964 61829 69229],[38102 57266 59435 37724],1509856714051,['0.9178' '1.4361' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4664,[52199 60969 61829 69225],[38102 57267 59435 37723],1509856714052,['0.9191' '1.4352' '-2.4748' '1.2000' '1.7000' '-2.4698\n']
4665,[52197 60968 61829 69221],[38103 57270 59436 37721],1509856714052,['0.9209' '1.4355' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4666,[52199 60966 61829 69223],[38104 57268 59436 37723],1509856714053,['0.9210' '1.4358' '-2.4748' '1.2000' '1.7000' '-2.4698\n']
4667,[52166 60971 61829 69280],[38143 57295 59458 37784],1509856714091,['0.9207' '1.4365' '-2.4749' '1.2000' '1.7000' '-2.4698\n']
4668,[51909 61031 61857 69526],[38338 57361 59508 37974],1509856714092,['0.9210' '1.4369' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4669,[51611 61030 61834 69846],[38463 57350 59504 38152],1509856714092,['0.9207' '1.4371' '-2.4748' '1.2000' '1.7000' '-2.4698\n']
4670,[51316 60944 61802 70224],[38579 57351 59488 38358],1509856714093,['0.9210' '1.4374' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4671,[50999 60864 61776 70640],[38724 57370 59486 38612],1509856714131,['0.9207' '1.4382' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
