,x,y,time
437,[64274 64652 76711],[67660 55021 68318],1509232145220
438,[64275 64652 76710],[67659 55021 68318],1509232145230
439,[64273 64652 76710],[67659 55021 68319],1509232145240
440,[64273 64652 76709],[67658 55021 68319],1509232145250
441,[64273 64653 76711],[67659 55021 68319],1509232145260
442,[64274 64652 76710],[67659 55022 68319],1509232145270
443,[64274 64652 76709],[67658 55021 68319],1509232145280
444,[64272 64652 76710],[67660 55022 68319],1509232145290
445,[64272 64652 76711],[67660 55021 68319],1509232145300
446,[64272 64652 76709],[67659 55021 68318],1509232145310
447,[64274 64652 76710],[67659 55022 68318],1509232145320
448,[64274 64652 76710],[67659 55022 68319],1509232145330
449,[64274 64652 76710],[67660 55022 68319],1509232145341
450,[64273 64653 76710],[67659 55021 68318],1509232145350
451,[64273 64652 76709],[67660 55021 68318],1509232145360
452,[64273 64651 76711],[67660 55022 68319],1509232145370
453,[64272 64652 76710],[67660 55022 68319],1509232145381
454,[64272 64652 76710],[67659 55021 68319],1509232145390
455,[64275 64652 76711],[67659 55021 68319],1509232145401
456,[64274 64651 76710],[67660 55022 68318],1509232145411
457,[64272 64652 76711],[67661 55022 68318],1509232145420
458,[64274 64651 76711],[67660 55021 68318],1509232145430
459,[64273 64652 76710],[67660 55021 68319],1509232145440
460,[64273 64651 76709],[67660 55021 68319],1509232145450
461,[64273 64653 76710],[67661 55021 68318],1509232145460
462,[64273 64652 76710],[67659 55022 68318],1509232145470
463,[64273 64652 76710],[67659 55021 68319],1509232145480
464,[64274 64652 76710],[67659 55022 68318],1509232145490
465,[64273 64652 76710],[67659 55021 68319],1509232145500
466,[64273 64652 76711],[67659 55020 68318],1509232145510
467,[64274 64652 76709],[67660 55021 68318],1509232145521
468,[64273 64653 76710],[67660 55021 68318],1509232145530
469,[64274 64653 76711],[67659 55021 68318],1509232145540
470,[64273 64653 76711],[67660 55021 68318],1509232145550
471,[64273 64652 76710],[67659 55021 68318],1509232145561
472,[64273 64652 76711],[67660 55021 68318],1509232145571
473,[64272 64652 76711],[67659 55021 68319],1509232145580
474,[64274 64653 76710],[67659 55021 68319],1509232145590
475,[64274 64653 76710],[67659 55021 68318],1509232145600
476,[64274 64652 76711],[67659 55021 68318],1509232145610
477,[64272 64653 76710],[67660 55020 68319],1509232145620
478,[64272 64653 76710],[67660 55021 68319],1509232145630
479,[64273 64653 76711],[67660 55021 68319],1509232145640
480,[64272 64652 76710],[67659 55021 68319],1509232145650
481,[64273 64653 76712],[67660 55021 68318],1509232145660
482,[64273 64652 76711],[67660 55021 68318],1509232145670
483,[64272 64652 76710],[67659 55021 68318],1509232145680
484,[64273 64652 76711],[67659 55021 68318],1509232145690
485,[64274 64652 76711],[67660 55020 68318],1509232145701
486,[64273 64652 76710],[67660 55021 68318],1509232145710
487,[64273 64652 76712],[67659 55021 68319],1509232145720
488,[64273 64653 76709],[67659 55022 68318],1509232145730
489,[64273 64652 76711],[67660 55022 68318],1509232145740
490,[64272 64652 76709],[67659 55021 68319],1509232145750
491,[64274 64652 76711],[67659 55021 68319],1509232145760
492,[64273 64652 76709],[67660 55021 68319],1509232145770
493,[64273 64651 76711],[67659 55021 68319],1509232145780
494,[64273 64653 76710],[67658 55021 68318],1509232145790
495,[64274 64652 76710],[67658 55021 68318],1509232145800
496,[64271 64652 76711],[67660 55021 68318],1509232145810
