,x,y,time
367,[66022 75726 76787 86106],[43228 35202 69099 43435],1509230779580
368,[66024 75728 76788 86104],[43229 35207 69099 43436],1509230779590
369,[66033 75733 76789 86109],[43226 35212 69099 43437],1509230779600
370,[66029 75732 76790 86110],[43226 35207 69099 43437],1509230779610
371,[66020 75724 76788 86103],[43229 35203 69100 43433],1509230779620
372,[66021 75725 76788 86100],[43231 35208 69100 43435],1509230779630
373,[66030 75731 76789 86109],[43226 35210 69099 43438],1509230779640
374,[66027 75736 76789 86114],[43226 35204 69098 43440],1509230779650
375,[66020 75728 76788 86109],[43229 35201 69099 43437],1509230779663
376,[66020 75729 76787 86109],[43232 35205 69100 43439],1509230779670
377,[66027 75732 76789 86112],[43227 35207 69099 43438],1509230779680
378,[66026 75731 76790 86111],[43227 35203 69099 43437],1509230779691
379,[66020 75725 76788 86106],[43230 35203 69100 43436],1509230779700
380,[66021 75726 76789 86104],[43230 35207 69099 43436],1509230779710
381,[66025 75731 76790 86111],[43228 35205 69099 43438],1509230779722
382,[66026 75734 76791 86116],[43227 35203 69098 43440],1509230779730
383,[66025 75729 76791 86110],[43228 35202 69098 43438],1509230779740
384,[66022 75728 76787 86105],[43230 35207 69099 43436],1509230779750
385,[66024 75729 76788 86109],[43229 35206 69100 43437],1509230779760
386,[66029 75728 76791 86110],[43226 35206 69100 43435],1509230779770
387,[66031 75727 76792 86104],[43225 35208 69098 43434],1509230779780
388,[66025 75727 76789 86098],[43229 35211 69100 43433],1509230779790
389,[66025 75727 76790 86102],[43229 35208 69098 43435],1509230779800
390,[66025 75731 76789 86114],[43228 35204 69100 43439],1509230779810
391,[66028 75732 76789 86114],[43227 35205 69099 43439],1509230779820
392,[66024 75729 76788 86109],[43229 35205 69100 43439],1509230779830
393,[66022 75726 76787 86105],[43229 35205 69099 43436],1509230779840
394,[66026 75727 76790 86107],[43229 35207 69100 43436],1509230779850
395,[66031 75730 76790 86107],[43225 35210 69099 43435],1509230779862
396,[66026 75728 76790 86103],[43227 35208 69100 43436],1509230779870
397,[66023 75725 76790 86104],[43228 35206 69098 43435],1509230779880
398,[66024 75730 76787 86111],[43228 35203 69099 43438],1509230779890
399,[66026 75733 76790 86114],[43226 35203 69098 43440],1509230779900
400,[66025 75732 76789 86113],[43228 35204 69099 43440],1509230779910
401,[66023 75726 76787 86107],[43229 35205 69099 43437],1509230779920
402,[66021 75725 76790 86106],[43228 35205 69099 43435],1509230779930
403,[66027 75729 76792 86109],[43227 35206 69098 43436],1509230779940
404,[66027 75731 76790 86111],[43227 35206 69099 43438],1509230779950
405,[66024 75730 76790 86109],[43228 35204 69098 43437],1509230779960
406,[66022 75728 76789 86107],[43229 35206 69099 43435],1509230779970
407,[66026 75731 76790 86109],[43228 35205 69099 43436],1509230779980
408,[66031 75732 76790 86111],[43226 35208 69099 43437],1509230779990
409,[66031 75729 76790 86105],[43225 35207 69099 43433],1509230780000
410,[66023 75726 76790 86099],[43229 35208 69099 43433],1509230780010
